antecedents_str,consequents_str,rule_str,support,confidence,lift,strength
WOOD S/3 CABINET ANT WHITE FINISH,WOODEN PICTURE FRAME WHITE FINISH,WOOD S/3 CABINET ANT WHITE FINISH  →  WOODEN PICTURE FRAME WHITE FINISH,0.0117,0.4101,6.0342,Very Strong
"JUMBO BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT",JUMBO SHOPPER VINTAGE RED PAISLEY,"JUMBO BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT  →  JUMBO SHOPPER VINTAGE RED PAISLEY",0.014,0.3595,6.0239,Very Strong
LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG  BLACK SKULL.,LUNCH BAG DOLLY GIRL DESIGN  →  LUNCH BAG  BLACK SKULL.,0.0198,0.4786,6.0166,Very Strong
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,JUMBO STORAGE BAG SUKI,JUMBO BAG SCANDINAVIAN BLUE PAISLEY  →  JUMBO STORAGE BAG SUKI,0.0116,0.3453,5.9964,Very Strong
JUMBO BAG DOILEY PATTERNS,JUMBO BAG ALPHABET,JUMBO BAG DOILEY PATTERNS  →  JUMBO BAG ALPHABET,0.0105,0.3259,5.9934,Very Strong
LUNCH BAG VINTAGE DOILY,LUNCH BAG APPLE DESIGN,LUNCH BAG VINTAGE DOILY  →  LUNCH BAG APPLE DESIGN,0.0138,0.3548,5.9768,Very Strong
"JUMBO BAG VINTAGE LEAF, JUMBO SHOPPER VINTAGE RED PAISLEY",JUMBO BAG RED RETROSPOT,"JUMBO BAG VINTAGE LEAF, JUMBO SHOPPER VINTAGE RED PAISLEY  →  JUMBO BAG RED RETROSPOT",0.0105,0.6599,5.9713,Very Strong
LUNCH BAG VINTAGE LEAF DESIGN,LUNCH BAG WOODLAND,LUNCH BAG VINTAGE LEAF DESIGN  →  LUNCH BAG WOODLAND,0.0142,0.3212,5.9509,Very Strong
WOOD 2 DRAWER CABINET WHITE FINISH,WOODEN PICTURE FRAME WHITE FINISH,WOOD 2 DRAWER CABINET WHITE FINISH  →  WOODEN PICTURE FRAME WHITE FINISH,0.0158,0.4037,5.9397,Very Strong
LUNCH BAG SUKI DESIGN,LUNCH BAG  BLACK SKULL.,LUNCH BAG SUKI DESIGN  →  LUNCH BAG  BLACK SKULL.,0.0316,0.4724,5.9381,Very Strong
LUNCH BAG  BLACK SKULL.,LUNCH BAG SUKI DESIGN,LUNCH BAG  BLACK SKULL.  →  LUNCH BAG SUKI DESIGN,0.0316,0.3974,5.9381,Very Strong
LUNCH BAG SUKI DESIGN,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG SUKI DESIGN  →  LUNCH BAG SPACEBOY DESIGN,0.0278,0.4159,5.9362,Very Strong
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG SUKI DESIGN,LUNCH BAG SPACEBOY DESIGN  →  LUNCH BAG SUKI DESIGN,0.0278,0.3972,5.9362,Very Strong
SET OF 6 SPICE TINS PANTRY DESIGN,SET OF 3 CAKE TINS PANTRY DESIGN,SET OF 6 SPICE TINS PANTRY DESIGN  →  SET OF 3 CAKE TINS PANTRY DESIGN,0.0216,0.4654,5.9286,Very Strong
JUMBO BAG WOODLAND ANIMALS,JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG WOODLAND ANIMALS  →  JUMBO SHOPPER VINTAGE RED PAISLEY,0.0103,0.3526,5.9085,Very Strong
LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG APPLE DESIGN,LUNCH BAG DOLLY GIRL DESIGN  →  LUNCH BAG APPLE DESIGN,0.0145,0.3502,5.8997,Very Strong
JUMBO BAG PINK POLKADOT,JUMBO STORAGE BAG SUKI,JUMBO BAG PINK POLKADOT  →  JUMBO STORAGE BAG SUKI,0.0215,0.3397,5.8986,Very Strong
JUMBO STORAGE BAG SUKI,JUMBO BAG PINK POLKADOT,JUMBO STORAGE BAG SUKI  →  JUMBO BAG PINK POLKADOT,0.0215,0.3729,5.8986,Very Strong
LUNCH BAG SUKI DESIGN,LUNCH BAG PINK POLKADOT,LUNCH BAG SUKI DESIGN  →  LUNCH BAG PINK POLKADOT,0.0268,0.4002,5.889,Very Strong
LUNCH BAG PINK POLKADOT,LUNCH BAG SUKI DESIGN,LUNCH BAG PINK POLKADOT  →  LUNCH BAG SUKI DESIGN,0.0268,0.3941,5.889,Very Strong
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG CARS BLUE,LUNCH BAG SPACEBOY DESIGN  →  LUNCH BAG CARS BLUE,0.0291,0.4156,5.8786,Very Strong
LUNCH BAG CARS BLUE,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG CARS BLUE  →  LUNCH BAG SPACEBOY DESIGN,0.0291,0.4118,5.8786,Very Strong
JUMBO BAG PEARS,LUNCH BAG APPLE DESIGN,JUMBO BAG PEARS  →  LUNCH BAG APPLE DESIGN,0.0117,0.3484,5.8703,Very Strong
JUMBO BAG OWLS,JUMBO BAG PINK POLKADOT,JUMBO BAG OWLS  →  JUMBO BAG PINK POLKADOT,0.0104,0.3707,5.8636,Very Strong
JUMBO BAG PINK VINTAGE PAISLEY,JUMBO STORAGE BAG SUKI,JUMBO BAG PINK VINTAGE PAISLEY  →  JUMBO STORAGE BAG SUKI,0.0148,0.337,5.8518,Very Strong
"JUMBO BAG PINK VINTAGE PAISLEY, JUMBO SHOPPER VINTAGE RED PAISLEY",JUMBO BAG RED RETROSPOT,"JUMBO BAG PINK VINTAGE PAISLEY, JUMBO SHOPPER VINTAGE RED PAISLEY  →  JUMBO BAG RED RETROSPOT",0.0123,0.6456,5.8416,Very Strong
"JUMBO BAG PINK VINTAGE PAISLEY, JUMBO BAG SCANDINAVIAN BLUE PAISLEY",JUMBO BAG RED RETROSPOT,"JUMBO BAG PINK VINTAGE PAISLEY, JUMBO BAG SCANDINAVIAN BLUE PAISLEY  →  JUMBO BAG RED RETROSPOT",0.0113,0.6393,5.7846,Very Strong
"LUNCH BAG ALPHABET DESIGN, LUNCH BAG APPLE DESIGN",LUNCH BAG RED RETROSPOT,"LUNCH BAG ALPHABET DESIGN, LUNCH BAG APPLE DESIGN  →  LUNCH BAG RED RETROSPOT",0.0114,0.5182,5.784,Very Strong
LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG RED RETROSPOT,LUNCH BAG DOLLY GIRL DESIGN  →  LUNCH BAG RED RETROSPOT,0.0214,0.5175,5.7758,Very Strong
LUNCH BAG CARS BLUE,LUNCH BAG  BLACK SKULL.,LUNCH BAG CARS BLUE  →  LUNCH BAG  BLACK SKULL.,0.0323,0.4562,5.735,Very Strong
LUNCH BAG  BLACK SKULL.,LUNCH BAG CARS BLUE,LUNCH BAG  BLACK SKULL.  →  LUNCH BAG CARS BLUE,0.0323,0.4055,5.735,Very Strong
LUNCH BAG ALPHABET DESIGN,LUNCH BAG WOODLAND,LUNCH BAG ALPHABET DESIGN  →  LUNCH BAG WOODLAND,0.0146,0.308,5.7061,Very Strong
"JUMBO BAG RED RETROSPOT, LUNCH BAG RED RETROSPOT",LUNCH BAG  BLACK SKULL.,"JUMBO BAG RED RETROSPOT, LUNCH BAG RED RETROSPOT  →  LUNCH BAG  BLACK SKULL.",0.0134,0.4501,5.6588,Very Strong
LUNCH BAG PINK POLKADOT,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG PINK POLKADOT  →  LUNCH BAG SPACEBOY DESIGN,0.0269,0.3953,5.6422,Very Strong
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG PINK POLKADOT,LUNCH BAG SPACEBOY DESIGN  →  LUNCH BAG PINK POLKADOT,0.0269,0.3835,5.6422,Very Strong
JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO STORAGE BAG SUKI,JUMBO SHOPPER VINTAGE RED PAISLEY  →  JUMBO STORAGE BAG SUKI,0.0194,0.3248,5.64,Very Strong
JUMBO STORAGE BAG SUKI,JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO STORAGE BAG SUKI  →  JUMBO SHOPPER VINTAGE RED PAISLEY,0.0194,0.3366,5.64,Very Strong
LUNCH BAG  BLACK SKULL.,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG  BLACK SKULL.  →  LUNCH BAG SPACEBOY DESIGN,0.0313,0.3933,5.6145,Very Strong
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG  BLACK SKULL.,LUNCH BAG SPACEBOY DESIGN  →  LUNCH BAG  BLACK SKULL.,0.0313,0.4466,5.6145,Very Strong
"JUMBO BAG RED RETROSPOT, JUMBO STORAGE BAG SUKI",JUMBO BAG VINTAGE LEAF,"JUMBO BAG RED RETROSPOT, JUMBO STORAGE BAG SUKI  →  JUMBO BAG VINTAGE LEAF",0.0102,0.3167,5.6092,Very Strong
"JUMBO BAG RED RETROSPOT, LUNCH BAG RED RETROSPOT",LUNCH BAG CARS BLUE,"JUMBO BAG RED RETROSPOT, LUNCH BAG RED RETROSPOT  →  LUNCH BAG CARS BLUE",0.0118,0.3962,5.6044,Very Strong
"JUMBO BAG RED RETROSPOT, LUNCH BAG RED RETROSPOT",LUNCH BAG SUKI DESIGN,"JUMBO BAG RED RETROSPOT, LUNCH BAG RED RETROSPOT  →  LUNCH BAG SUKI DESIGN",0.0112,0.3747,5.5988,Very Strong
JUMBO BAG RED RETROSPOT,JUMBO BAG PINK POLKADOT,JUMBO BAG RED RETROSPOT  →  JUMBO BAG PINK POLKADOT,0.0389,0.3523,5.572,Very Strong
JUMBO BAG PINK POLKADOT,JUMBO BAG RED RETROSPOT,JUMBO BAG PINK POLKADOT  →  JUMBO BAG RED RETROSPOT,0.0389,0.6158,5.572,Very Strong
"JUMBO BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT",JUMBO BAG VINTAGE LEAF,"JUMBO BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT  →  JUMBO BAG VINTAGE LEAF",0.0122,0.314,5.5621,Very Strong
JUMBO BAG STRAWBERRY,JUMBO BAG RED RETROSPOT,JUMBO BAG STRAWBERRY  →  JUMBO BAG RED RETROSPOT,0.0295,0.6127,5.5441,Very Strong
JUMBO BAG SPACEBOY DESIGN,JUMBO BAG VINTAGE LEAF,JUMBO BAG SPACEBOY DESIGN  →  JUMBO BAG VINTAGE LEAF,0.0101,0.3127,5.5374,Very Strong
"PINK REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER",REGENCY CAKESTAND 3 TIER,"PINK REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER  →  REGENCY CAKESTAND 3 TIER",0.0179,0.5868,5.5191,Very Strong
LUNCH BAG VINTAGE DOILY,LUNCH BAG SUKI DESIGN,LUNCH BAG VINTAGE DOILY  →  LUNCH BAG SUKI DESIGN,0.0143,0.3693,5.5186,Very Strong
JUMBO BAG SPACEBOY DESIGN,JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG SPACEBOY DESIGN  →  JUMBO SHOPPER VINTAGE RED PAISLEY,0.0106,0.3275,5.4883,Very Strong
LUNCH BAG SUKI DESIGN,LUNCH BAG RED RETROSPOT,LUNCH BAG SUKI DESIGN  →  LUNCH BAG RED RETROSPOT,0.0329,0.4916,5.4864,Very Strong
LUNCH BAG RED RETROSPOT,LUNCH BAG SUKI DESIGN,LUNCH BAG RED RETROSPOT  →  LUNCH BAG SUKI DESIGN,0.0329,0.3671,5.4864,Very Strong
LUNCH BAG VINTAGE LEAF DESIGN,LUNCH BAG  BLACK SKULL.,LUNCH BAG VINTAGE LEAF DESIGN  →  LUNCH BAG  BLACK SKULL.,0.0192,0.4361,5.4827,Very Strong
"LUNCH BAG RED RETROSPOT, LUNCH BAG SUKI DESIGN",JUMBO STORAGE BAG SUKI,"LUNCH BAG RED RETROSPOT, LUNCH BAG SUKI DESIGN  →  JUMBO STORAGE BAG SUKI",0.0104,0.3154,5.4768,Very Strong
LUNCH BAG RED RETROSPOT,LUNCH BAG  BLACK SKULL.,LUNCH BAG RED RETROSPOT  →  LUNCH BAG  BLACK SKULL.,0.0389,0.4345,5.4619,Very Strong
LUNCH BAG  BLACK SKULL.,LUNCH BAG RED RETROSPOT,LUNCH BAG  BLACK SKULL.  →  LUNCH BAG RED RETROSPOT,0.0389,0.4894,5.4619,Very Strong
LUNCH BAG VINTAGE LEAF DESIGN,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG VINTAGE LEAF DESIGN  →  LUNCH BAG SPACEBOY DESIGN,0.0166,0.3777,5.392,Very Strong
LUNCH BAG ALPHABET DESIGN,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG ALPHABET DESIGN  →  LUNCH BAG SPACEBOY DESIGN,0.0179,0.3773,5.3861,Very Strong
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,JUMBO BAG VINTAGE LEAF,JUMBO BAG SCANDINAVIAN BLUE PAISLEY  →  JUMBO BAG VINTAGE LEAF,0.0101,0.3022,5.3515,Very Strong
"GREEN REGENCY TEACUP AND SAUCER, PINK REGENCY TEACUP AND SAUCER",REGENCY CAKESTAND 3 TIER,"GREEN REGENCY TEACUP AND SAUCER, PINK REGENCY TEACUP AND SAUCER  →  REGENCY CAKESTAND 3 TIER",0.0184,0.5682,5.3441,Very Strong
LUNCH BAG APPLE DESIGN,LUNCH BAG PINK POLKADOT,LUNCH BAG APPLE DESIGN  →  LUNCH BAG PINK POLKADOT,0.0215,0.3618,5.3232,Very Strong
LUNCH BAG PINK POLKADOT,LUNCH BAG APPLE DESIGN,LUNCH BAG PINK POLKADOT  →  LUNCH BAG APPLE DESIGN,0.0215,0.316,5.3232,Very Strong
LUNCH BAG VINTAGE DOILY,LUNCH BAG RED RETROSPOT,LUNCH BAG VINTAGE DOILY  →  LUNCH BAG RED RETROSPOT,0.0183,0.471,5.2562,Very Strong
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,JUMBO BAG RED RETROSPOT,JUMBO BAG SCANDINAVIAN BLUE PAISLEY  →  JUMBO BAG RED RETROSPOT,0.0195,0.5803,5.2513,Very Strong
JUMBO BAG APPLES,JUMBO BAG PINK POLKADOT,JUMBO BAG APPLES  →  JUMBO BAG PINK POLKADOT,0.0163,0.3317,5.2468,Very Strong
LUNCH BAG CARS BLUE,LUNCH BAG RED RETROSPOT,LUNCH BAG CARS BLUE  →  LUNCH BAG RED RETROSPOT,0.0332,0.4699,5.2439,Very Strong
LUNCH BAG RED RETROSPOT,LUNCH BAG CARS BLUE,LUNCH BAG RED RETROSPOT  →  LUNCH BAG CARS BLUE,0.0332,0.3707,5.2439,Very Strong
LUNCH BAG ALPHABET DESIGN,LUNCH BAG CARS BLUE,LUNCH BAG ALPHABET DESIGN  →  LUNCH BAG CARS BLUE,0.0176,0.3706,5.2414,Very Strong
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG RED RETROSPOT,LUNCH BAG SPACEBOY DESIGN  →  LUNCH BAG RED RETROSPOT,0.0329,0.4696,5.2408,Very Strong
LUNCH BAG RED RETROSPOT,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG RED RETROSPOT  →  LUNCH BAG SPACEBOY DESIGN,0.0329,0.3671,5.2408,Very Strong
"GREEN REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER",REGENCY CAKESTAND 3 TIER,"GREEN REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER  →  REGENCY CAKESTAND 3 TIER",0.0212,0.557,5.2381,Very Strong
"JUMBO BAG APPLES, JUMBO BAG VINTAGE LEAF",JUMBO BAG RED RETROSPOT,"JUMBO BAG APPLES, JUMBO BAG VINTAGE LEAF  →  JUMBO BAG RED RETROSPOT",0.0119,0.5781,5.2313,Very Strong
LUNCH BAG ALPHABET DESIGN,LUNCH BAG PINK POLKADOT,LUNCH BAG ALPHABET DESIGN  →  LUNCH BAG PINK POLKADOT,0.0169,0.3553,5.2282,Very Strong
JUMBO STORAGE BAG SKULLS,JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO STORAGE BAG SKULLS  →  JUMBO SHOPPER VINTAGE RED PAISLEY,0.0112,0.3117,5.2222,Very Strong
SET OF 60 PANTRY DESIGN CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,SET OF 60 PANTRY DESIGN CAKE CASES  →  PACK OF 72 RETROSPOT CAKE CASES,0.0114,0.3447,5.1504,Very Strong
LUNCH BAG APPLE DESIGN,LUNCH BAG  BLACK SKULL.,LUNCH BAG APPLE DESIGN  →  LUNCH BAG  BLACK SKULL.,0.0243,0.4092,5.1443,Very Strong
LUNCH BAG  BLACK SKULL.,LUNCH BAG APPLE DESIGN,LUNCH BAG  BLACK SKULL.  →  LUNCH BAG APPLE DESIGN,0.0243,0.3054,5.1443,Very Strong
LUNCH BAG CARS BLUE,LUNCH BAG APPLE DESIGN,LUNCH BAG CARS BLUE  →  LUNCH BAG APPLE DESIGN,0.0216,0.3049,5.1365,Very Strong
LUNCH BAG APPLE DESIGN,LUNCH BAG CARS BLUE,LUNCH BAG APPLE DESIGN  →  LUNCH BAG CARS BLUE,0.0216,0.3631,5.1365,Very Strong
PINK REGENCY TEACUP AND SAUCER,REGENCY CAKESTAND 3 TIER,PINK REGENCY TEACUP AND SAUCER  →  REGENCY CAKESTAND 3 TIER,0.0212,0.5434,5.1104,Very Strong
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG APPLE DESIGN,LUNCH BAG SPACEBOY DESIGN  →  LUNCH BAG APPLE DESIGN,0.0212,0.3031,5.1063,Very Strong
LUNCH BAG APPLE DESIGN,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG APPLE DESIGN  →  LUNCH BAG SPACEBOY DESIGN,0.0212,0.3577,5.1063,Very Strong
JUMBO STORAGE BAG SKULLS,LUNCH BAG  BLACK SKULL.,JUMBO STORAGE BAG SKULLS  →  LUNCH BAG  BLACK SKULL.,0.0146,0.4058,5.1018,Very Strong
LUNCH BAG VINTAGE LEAF DESIGN,LUNCH BAG PINK POLKADOT,LUNCH BAG VINTAGE LEAF DESIGN  →  LUNCH BAG PINK POLKADOT,0.0153,0.3467,5.1014,Very Strong
LUNCH BAG VINTAGE DOILY,LUNCH BAG PINK POLKADOT,LUNCH BAG VINTAGE DOILY  →  LUNCH BAG PINK POLKADOT,0.0134,0.3465,5.0979,Very Strong
JUMBO BAG PEARS,JUMBO BAG PINK POLKADOT,JUMBO BAG PEARS  →  JUMBO BAG PINK POLKADOT,0.0109,0.3222,5.0965,Very Strong
LUNCH BAG VINTAGE LEAF DESIGN,LUNCH BAG RED RETROSPOT,LUNCH BAG VINTAGE LEAF DESIGN  →  LUNCH BAG RED RETROSPOT,0.02,0.4544,5.0712,Very Strong
JUMBO STORAGE BAG SUKI,JUMBO BAG RED RETROSPOT,JUMBO STORAGE BAG SUKI  →  JUMBO BAG RED RETROSPOT,0.0323,0.5601,5.0678,Very Strong
CHARLOTTE BAG PINK POLKADOT,JUMBO BAG PINK POLKADOT,CHARLOTTE BAG PINK POLKADOT  →  JUMBO BAG PINK POLKADOT,0.0108,0.3198,5.0588,Very Strong
LUNCH BAG APPLE DESIGN,LUNCH BAG RED RETROSPOT,LUNCH BAG APPLE DESIGN  →  LUNCH BAG RED RETROSPOT,0.0268,0.4512,5.0359,Very Strong
SET OF 20 VINTAGE CHRISTMAS NAPKINS,PAPER CHAIN KIT 50'S CHRISTMAS,SET OF 20 VINTAGE CHRISTMAS NAPKINS  →  PAPER CHAIN KIT 50'S CHRISTMAS,0.013,0.3682,5.0193,Very Strong
"LUNCH BAG PINK POLKADOT, LUNCH BAG RED RETROSPOT",JUMBO BAG PINK POLKADOT,"LUNCH BAG PINK POLKADOT, LUNCH BAG RED RETROSPOT  →  JUMBO BAG PINK POLKADOT",0.012,0.3163,5.004,Very Strong
LUNCH BAG VINTAGE DOILY,LUNCH BAG  BLACK SKULL.,LUNCH BAG VINTAGE DOILY  →  LUNCH BAG  BLACK SKULL.,0.0154,0.3963,4.9816,Strong
60 CAKE CASES VINTAGE CHRISTMAS,PAPER CHAIN KIT 50'S CHRISTMAS,60 CAKE CASES VINTAGE CHRISTMAS  →  PAPER CHAIN KIT 50'S CHRISTMAS,0.0123,0.3652,4.978,Strong
LUNCH BAG VINTAGE DOILY,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG VINTAGE DOILY  →  LUNCH BAG SPACEBOY DESIGN,0.0135,0.3485,4.9753,Strong
CHRISTMAS CRAFT LITTLE FRIENDS,PAPER CHAIN KIT 50'S CHRISTMAS,CHRISTMAS CRAFT LITTLE FRIENDS  →  PAPER CHAIN KIT 50'S CHRISTMAS,0.0109,0.3646,4.9706,Strong
JUMBO BAG SPACEBOY DESIGN,LUNCH BAG SPACEBOY DESIGN,JUMBO BAG SPACEBOY DESIGN  →  LUNCH BAG SPACEBOY DESIGN,0.0113,0.3474,4.9588,Strong
ROSES REGENCY TEACUP AND SAUCER,REGENCY CAKESTAND 3 TIER,ROSES REGENCY TEACUP AND SAUCER  →  REGENCY CAKESTAND 3 TIER,0.0281,0.5272,4.9581,Strong
LUNCH BAG ALPHABET DESIGN,LUNCH BAG  BLACK SKULL.,LUNCH BAG ALPHABET DESIGN  →  LUNCH BAG  BLACK SKULL.,0.0187,0.3942,4.9562,Strong
GREEN REGENCY TEACUP AND SAUCER,REGENCY CAKESTAND 3 TIER,GREEN REGENCY TEACUP AND SAUCER  →  REGENCY CAKESTAND 3 TIER,0.0257,0.5263,4.9498,Strong
JUMBO  BAG BAROQUE BLACK WHITE,JUMBO BAG RED RETROSPOT,JUMBO  BAG BAROQUE BLACK WHITE  →  JUMBO BAG RED RETROSPOT,0.0268,0.5468,4.9478,Strong
LUNCH BAG VINTAGE LEAF DESIGN,LUNCH BAG CARS BLUE,LUNCH BAG VINTAGE LEAF DESIGN  →  LUNCH BAG CARS BLUE,0.0154,0.3485,4.9299,Strong
"JUMBO BAG RED RETROSPOT, LUNCH BAG RED RETROSPOT",LUNCH BAG SPACEBOY DESIGN,"JUMBO BAG RED RETROSPOT, LUNCH BAG RED RETROSPOT  →  LUNCH BAG SPACEBOY DESIGN",0.0102,0.3423,4.8864,Strong
JUMBO BAG SPACEBOY DESIGN,JUMBO BAG RED RETROSPOT,JUMBO BAG SPACEBOY DESIGN  →  JUMBO BAG RED RETROSPOT,0.0175,0.5385,4.8724,Strong
JUMBO BAG WOODLAND ANIMALS,JUMBO BAG RED RETROSPOT,JUMBO BAG WOODLAND ANIMALS  →  JUMBO BAG RED RETROSPOT,0.0157,0.5372,4.8609,Strong
"JUMBO BAG ALPHABET, JUMBO BAG VINTAGE LEAF",JUMBO BAG RED RETROSPOT,"JUMBO BAG ALPHABET, JUMBO BAG VINTAGE LEAF  →  JUMBO BAG RED RETROSPOT",0.0103,0.5356,4.8462,Strong
JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG PINK POLKADOT,JUMBO SHOPPER VINTAGE RED PAISLEY  →  JUMBO BAG PINK POLKADOT,0.0183,0.3059,4.8392,Strong
JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG RED RETROSPOT,JUMBO BAG PINK VINTAGE PAISLEY  →  JUMBO BAG RED RETROSPOT,0.0234,0.533,4.8227,Strong
PHOTO FRAME CORNICE,WOODEN PICTURE FRAME WHITE FINISH,PHOTO FRAME CORNICE  →  WOODEN PICTURE FRAME WHITE FINISH,0.011,0.327,4.8109,Strong
JUMBO STORAGE BAG SKULLS,JUMBO BAG RED RETROSPOT,JUMBO STORAGE BAG SKULLS  →  JUMBO BAG RED RETROSPOT,0.0191,0.5314,4.8084,Strong
SMALL WHITE HEART OF WICKER,HEART OF WICKER SMALL,SMALL WHITE HEART OF WICKER  →  HEART OF WICKER SMALL,0.0157,0.347,4.7615,Strong
CHARLOTTE BAG PINK POLKADOT,LUNCH BAG PINK POLKADOT,CHARLOTTE BAG PINK POLKADOT  →  LUNCH BAG PINK POLKADOT,0.0109,0.3222,4.7407,Strong
"JUMBO BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT",LUNCH BAG PINK POLKADOT,"JUMBO BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT  →  LUNCH BAG PINK POLKADOT",0.0125,0.3202,4.712,Strong
"JUMBO BAG APPLES, JUMBO BAG PEARS",JUMBO BAG RED RETROSPOT,"JUMBO BAG APPLES, JUMBO BAG PEARS  →  JUMBO BAG RED RETROSPOT",0.0113,0.5146,4.6565,Strong
"JUMBO BAG ALPHABET, JUMBO BAG APPLES",JUMBO BAG RED RETROSPOT,"JUMBO BAG ALPHABET, JUMBO BAG APPLES  →  JUMBO BAG RED RETROSPOT",0.0101,0.5144,4.6547,Strong
JUMBO STORAGE BAG SKULLS,LUNCH BAG PINK POLKADOT,JUMBO STORAGE BAG SKULLS  →  LUNCH BAG PINK POLKADOT,0.0113,0.3139,4.6186,Strong
LUNCH BAG DOILEY PATTERN,LUNCH BAG SUKI DESIGN,LUNCH BAG DOILEY PATTERN  →  LUNCH BAG SUKI DESIGN,0.0101,0.3081,4.6036,Strong
"JUMBO BAG APPLES, LUNCH BAG APPLE DESIGN",JUMBO BAG RED RETROSPOT,"JUMBO BAG APPLES, LUNCH BAG APPLE DESIGN  →  JUMBO BAG RED RETROSPOT",0.0104,0.5079,4.5956,Strong
RED HANGING HEART T-LIGHT HOLDER,WHITE HANGING HEART T-LIGHT HOLDER,RED HANGING HEART T-LIGHT HOLDER  →  WHITE HANGING HEART T-LIGHT HOLDER,0.0335,0.6667,4.5895,Strong
LUNCH BAG ALPHABET DESIGN,LUNCH BAG RED RETROSPOT,LUNCH BAG ALPHABET DESIGN  →  LUNCH BAG RED RETROSPOT,0.0192,0.4044,4.5134,Strong
JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG RED RETROSPOT,JUMBO SHOPPER VINTAGE RED PAISLEY  →  JUMBO BAG RED RETROSPOT,0.0297,0.4973,4.5,Strong
JUMBO STORAGE BAG SUKI,LUNCH BAG SUKI DESIGN,JUMBO STORAGE BAG SUKI  →  LUNCH BAG SUKI DESIGN,0.0173,0.3003,4.4872,Strong
JUMBO BAG 50'S CHRISTMAS,PAPER CHAIN KIT 50'S CHRISTMAS,JUMBO BAG 50'S CHRISTMAS  →  PAPER CHAIN KIT 50'S CHRISTMAS,0.0141,0.3283,4.476,Strong
JUMBO BAG APPLES,JUMBO BAG RED RETROSPOT,JUMBO BAG APPLES  →  JUMBO BAG RED RETROSPOT,0.0241,0.4902,4.4357,Strong
JUMBO BAG OWLS,JUMBO BAG RED RETROSPOT,JUMBO BAG OWLS  →  JUMBO BAG RED RETROSPOT,0.0135,0.4828,4.3684,Strong
STRAWBERRY CHARLOTTE BAG,LUNCH BAG CARS BLUE,STRAWBERRY CHARLOTTE BAG  →  LUNCH BAG CARS BLUE,0.0109,0.3061,4.3299,Strong
JUMBO BAG VINTAGE DOILY,JUMBO BAG RED RETROSPOT,JUMBO BAG VINTAGE DOILY  →  JUMBO BAG RED RETROSPOT,0.0211,0.4755,4.3027,Strong
STRAWBERRY CHARLOTTE BAG,LUNCH BAG  BLACK SKULL.,STRAWBERRY CHARLOTTE BAG  →  LUNCH BAG  BLACK SKULL.,0.0121,0.3401,4.2759,Strong
WOODLAND CHARLOTTE BAG,LUNCH BAG  BLACK SKULL.,WOODLAND CHARLOTTE BAG  →  LUNCH BAG  BLACK SKULL.,0.0104,0.3386,4.2564,Strong
RECIPE BOX PANTRY YELLOW DESIGN,SET OF 3 CAKE TINS PANTRY DESIGN,RECIPE BOX PANTRY YELLOW DESIGN  →  SET OF 3 CAKE TINS PANTRY DESIGN,0.0194,0.3292,4.194,Strong
